thumbFlex,indexFlex,middleFlex,ringFlex,littleFlex,indexFront,middleFront,middleSide,ringSide,littleSide,gX,gY,gZ,rotX,rotY,rotZ,letter,userID,sessionID
737,660,709,699,698,0,0,0,0,0,0,0,0,0,0,0,E
737,656,709,699,695,0,0,0,0,0,0,0,0,0,0,0,E
737,652,709,699,691,0,0,0,0,0,0,0,0,0,0,0,E
777,800,824,828,706,0,0,0,0,0,0,0,0,0,0,0,W
773,796,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,792,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,W
836,836,840,841,836,0,0,0,0,0,0,0,0,0,0,0,J
832,832,840,841,836,0,0,0,0,0,0,0,0,0,0,0,J
828,828,840,841,836,0,0,0,0,0,0,0,0,0,0,0,J
828,828,840,841,836,0,0,0,0,0,0,0,0,0,0,0,J
828,828,840,840,836,0,0,0,0,0,0,0,0,0,0,0,J
828,828,839,840,836,0,0,0,0,0,0,0,0,0,0,0,J
828,828,839,840,836,0,0,0,0,0,0,0,0,0,0,0,J
828,828,839,839,835,0,0,0,0,0,0,0,0,0,0,0,J
828,828,839,839,835,0,0,0,0,0,0,0,0,0,0,0,J
828,828,839,839,832,0,0,0,0,0,0,0,0,0,0,0,J
804,812,785,745,698,0,0,0,0,0,0,0,0,0,0,0,P
800,808,782,741,695,0,0,0,0,0,0,0,0,0,0,0,P
796,808,782,737,691,0,0,0,0,0,0,0,0,0,0,0,P
792,808,782,733,687,0,0,0,0,0,0,0,0,0,0,0,P
791,808,782,729,683,0,0,0,0,0,0,0,0,0,0,0,P
791,808,782,726,679,0,0,0,0,0,0,0,0,0,0,0,P
791,808,782,726,675,0,0,0,0,0,0,0,0,0,0,0,P
791,808,782,726,672,0,0,0,0,0,0,0,0,0,0,0,P
791,808,782,726,669,0,0,0,0,0,0,0,0,0,0,0,P
791,808,781,726,668,0,0,0,0,0,0,0,0,0,0,0,P
769,706,733,757,832,0,0,0,0,0,0,0,0,0,0,0,I
766,702,729,753,829,0,0,0,0,0,0,0,0,0,0,0,I
761,698,726,749,829,0,0,0,0,0,0,0,0,0,0,0,I
757,695,726,746,829,0,0,0,0,0,0,0,0,0,0,0,I
753,691,726,746,829,0,0,0,0,0,0,0,0,0,0,0,I
749,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,I
745,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,I
742,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,I
742,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,I
741,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,I
806,769,705,689,646,0,0,0,0,0,0,0,0,0,0,0,G
806,769,705,689,647,0,0,0,0,0,0,0,0,0,0,0,G
806,769,706,689,647,0,0,0,0,0,0,0,0,0,0,0,G
806,769,706,690,648,0,0,0,0,0,0,0,0,0,0,0,G
806,769,707,691,649,0,0,0,0,0,0,0,0,0,0,0,G
807,769,708,692,651,0,0,0,0,0,0,0,0,0,0,0,G
806,768,709,692,651,0,0,0,0,0,0,0,0,0,0,0,G
808,771,709,698,658,0,0,0,0,0,0,0,0,0,0,0,G
808,770,710,699,659,0,0,0,0,0,0,0,0,0,0,0,G
807,770,710,699,659,0,0,0,0,0,0,0,0,0,0,0,G
820,765,722,722,672,0,0,0,0,0,0,0,0,0,0,0,Q
816,764,718,718,668,0,0,0,0,0,0,0,0,0,0,0,Q
814,764,714,714,663,0,0,0,0,0,0,0,0,0,0,0,Q
814,764,710,710,663,0,0,0,0,0,0,0,0,0,0,0,Q
814,764,708,706,663,0,0,0,0,0,0,0,0,0,0,0,Q
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,Q
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,Q
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,Q
812,764,706,702,662,0,0,0,0,0,0,0,0,0,0,0,Q
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,Q
782,820,842,681,697,0,0,0,0,0,0,0,0,0,0,0,V
781,819,842,681,697,0,0,0,0,0,0,0,0,0,0,0,V
782,819,841,682,699,0,0,0,0,0,0,0,0,0,0,0,V
783,819,842,686,702,0,0,0,0,0,0,0,0,0,0,0,V
784,819,842,686,702,0,0,0,0,0,0,0,0,0,0,0,V
783,819,842,686,703,0,0,0,0,0,0,0,0,0,0,0,V
780,815,841,688,682,0,0,0,0,0,0,0,0,0,0,0,V
781,815,841,689,683,0,0,0,0,0,0,0,0,0,0,0,V
782,815,841,691,685,0,0,0,0,0,0,0,0,0,0,0,V
783,815,841,692,687,0,0,0,0,0,0,0,0,0,0,0,V
836,668,710,706,808,0,0,0,0,0,0,0,0,0,0,0,Y
832,664,706,702,804,0,0,0,0,0,0,0,0,0,0,0,Y
828,664,706,698,800,0,0,0,0,0,0,0,0,0,0,0,Y
824,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,Y
820,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,Y
816,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,Y
812,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,Y
811,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,Y
811,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,Y
811,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,Y
804,812,765,753,757,0,0,0,0,0,0,0,0,0,0,0,D
800,808,761,749,753,0,0,0,0,0,0,0,0,0,0,0,D
796,808,761,749,753,0,0,0,0,0,0,0,0,0,0,0,D
790,808,753,749,753,0,0,0,0,0,0,0,0,0,0,0,D
796,808,753,749,753,0,0,0,0,0,0,0,0,0,0,0,D
796,808,753,749,753,0,0,0,0,0,0,0,0,0,0,0,D
796,804,753,749,753,0,0,0,0,0,0,0,0,0,0,0,D
796,804,753,745,753,0,0,0,0,0,0,0,0,0,0,0,D
796,804,753,745,753,0,0,0,0,0,0,0,0,0,0,0,D
792,804,753,745,753,0,0,0,0,0,0,0,0,0,0,0,D
796,718,706,695,706,0,0,0,0,0,0,0,0,0,0,0,X
792,714,702,691,702,0,0,0,0,0,0,0,0,0,0,0,X
789,710,698,687,698,0,0,0,0,0,0,0,0,0,0,0,X
785,706,695,683,695,0,0,0,0,0,0,0,0,0,0,0,X
781,702,691,679,691,0,0,0,0,0,0,0,0,0,0,0,X
777,698,687,675,687,0,0,0,0,0,0,0,0,0,0,0,X
773,695,683,673,683,0,0,0,0,0,0,0,0,0,0,0,X
769,691,679,673,682,0,0,0,0,0,0,0,0,0,0,0,X
765,687,675,673,682,0,0,0,0,0,0,0,0,0,0,0,X
761,685,672,673,682,0,0,0,0,0,0,0,0,0,0,0,X
777,702,741,722,675,0,0,0,0,0,0,0,0,0,0,0,T
773,702,737,718,674,0,0,0,0,0,0,0,0,0,0,0,T
769,702,733,714,674,0,0,0,0,0,0,0,0,0,0,0,T
765,702,730,711,674,0,0,0,0,0,0,0,0,0,0,0,T
765,702,730,711,674,0,0,0,0,0,0,0,0,0,0,0,T
765,702,730,711,674,0,0,0,0,0,0,0,0,0,0,0,T
765,702,730,711,674,0,0,0,0,0,0,0,0,0,0,0,T
765,702,730,711,674,0,0,0,0,0,0,0,0,0,0,0,T
765,702,730,711,674,0,0,0,0,0,0,0,0,0,0,0,T
765,702,730,710,672,0,0,0,0,0,0,0,0,0,0,0,T
826,737,836,832,836,0,0,0,0,0,0,0,0,0,0,0,F
824,733,834,830,836,0,0,0,0,0,0,0,0,0,0,0,F
820,730,834,830,836,0,0,0,0,0,0,0,0,0,0,0,F
819,730,834,830,836,0,0,0,0,0,0,0,0,0,0,0,F
819,730,834,830,834,0,0,0,0,0,0,0,0,0,0,0,F
819,730,834,830,834,0,0,0,0,0,0,0,0,0,0,0,F
819,729,834,830,834,0,0,0,0,0,0,0,0,0,0,0,F
819,729,834,830,834,0,0,0,0,0,0,0,0,0,0,0,F
819,729,832,830,832,0,0,0,0,0,0,0,0,0,0,0,F
819,729,832,828,832,0,0,0,0,0,0,0,0,0,0,0,F
789,804,836,702,702,0,0,0,0,0,0,0,0,0,0,0,R
785,802,832,698,698,0,0,0,0,0,0,0,0,0,0,0,R
781,801,828,695,695,0,0,0,0,0,0,0,0,0,0,0,R
777,801,827,691,691,0,0,0,0,0,0,0,0,0,0,0,R
773,801,827,687,689,0,0,0,0,0,0,0,0,0,0,0,R
769,801,827,682,689,0,0,0,0,0,0,0,0,0,0,0,R
769,801,827,682,689,0,0,0,0,0,0,0,0,0,0,0,R
769,801,827,682,689,0,0,0,0,0,0,0,0,0,0,0,R
769,801,827,682,689,0,0,0,0,0,0,0,0,0,0,0,R
769,800,827,682,689,0,0,0,0,0,0,0,0,0,0,0,R
761,820,718,702,695,0,0,0,0,0,0,0,0,0,0,0,Z
757,816,714,702,691,0,0,0,0,0,0,0,0,0,0,0,Z
754,812,710,702,687,0,0,0,0,0,0,0,0,0,0,0,Z
754,808,708,702,683,0,0,0,0,0,0,0,0,0,0,0,Z
754,804,708,702,679,0,0,0,0,0,0,0,0,0,0,0,Z
754,800,708,702,675,0,0,0,0,0,0,0,0,0,0,0,Z
754,799,708,702,672,0,0,0,0,0,0,0,0,0,0,0,Z
754,799,708,702,670,0,0,0,0,0,0,0,0,0,0,0,Z
754,799,708,702,670,0,0,0,0,0,0,0,0,0,0,0,Z
754,799,708,702,670,0,0,0,0,0,0,0,0,0,0,0,Z
824,695,737,706,656,0,0,0,0,0,0,0,0,0,0,0,A
820,698,741,710,660,0,0,0,0,0,0,0,0,0,0,0,A
816,702,745,714,664,0,0,0,0,0,0,0,0,0,0,0,A
812,702,749,718,686,0,0,0,0,0,0,0,0,0,0,0,A
812,702,753,722,672,0,0,0,0,0,0,0,0,0,0,0,A
812,702,753,726,675,0,0,0,0,0,0,0,0,0,0,0,A
812,702,753,726,679,0,0,0,0,0,0,0,0,0,0,0,A
812,702,753,726,682,0,0,0,0,0,0,0,0,0,0,0,A
812,702,753,726,682,0,0,0,0,0,0,0,0,0,0,0,A
812,702,753,726,683,0,0,0,0,0,0,0,0,0,0,0,A
748,678,735,746,699,0,0,0,0,0,0,0,0,0,0,0,M
748,679,734,747,699,0,0,0,0,0,0,0,0,0,0,0,M
748,680,735,746,699,0,0,0,0,0,0,0,0,0,0,0,M
749,681,736,747,700,0,0,0,0,0,0,0,0,0,0,0,M
742,670,730,743,692,0,0,0,0,0,0,0,0,0,0,0,M
743,671,731,743,694,0,0,0,0,0,0,0,0,0,0,0,M
744,673,732,744,696,0,0,0,0,0,0,0,0,0,0,0,M
745,675,733,745,697,0,0,0,0,0,0,0,0,0,0,0,M
748,678,735,746,699,0,0,0,0,0,0,0,0,0,0,0,M
749,681,736,747,700,0,0,0,0,0,0,0,0,0,0,0,M
804,832,820,718,687,0,0,0,0,0,0,0,0,0,0,0,K
800,828,816,717,683,0,0,0,0,0,0,0,0,0,0,0,K
796,827,815,717,679,0,0,0,0,0,0,0,0,0,0,0,K
792,820,815,717,675,0,0,0,0,0,0,0,0,0,0,0,K
789,816,815,717,672,0,0,0,0,0,0,0,0,0,0,0,K
787,812,815,715,668,0,0,0,0,0,0,0,0,0,0,0,K
787,809,815,715,664,0,0,0,0,0,0,0,0,0,0,0,K
787,809,815,715,664,0,0,0,0,0,0,0,0,0,0,0,K
787,809,815,714,664,0,0,0,0,0,0,0,0,0,0,0,K
787,809,815,714,664,0,0,0,0,0,0,0,0,0,0,0,K
820,726,765,765,789,0,0,0,0,0,0,0,0,0,0,0,C
824,729,769,766,785,0,0,0,0,0,0,0,0,0,0,0,C
824,729,769,767,785,0,0,0,0,0,0,0,0,0,0,0,C
824,729,769,767,781,0,0,0,0,0,0,0,0,0,0,0,C
824,729,769,767,781,0,0,0,0,0,0,0,0,0,0,0,C
824,729,771,767,781,0,0,0,0,0,0,0,0,0,0,0,C
827,729,769,768,781,0,0,0,0,0,0,0,0,0,0,0,C
828,729,769,769,781,0,0,0,0,0,0,0,0,0,0,0,C
828,733,769,765,781,0,0,0,0,0,0,0,0,0,0,0,C
828,733,771,766,781,0,0,0,0,0,0,0,0,0,0,0,C
770,805,831,685,669,0,0,0,0,0,0,0,0,0,0,0,H
770,804,831,686,670,0,0,0,0,0,0,0,0,0,0,0,H
771,804,831,686,670,0,0,0,0,0,0,0,0,0,0,0,H
771,805,831,687,670,0,0,0,0,0,0,0,0,0,0,0,H
772,804,831,688,672,0,0,0,0,0,0,0,0,0,0,0,H
772,804,831,688,672,0,0,0,0,0,0,0,0,0,0,0,H
777,802,829,698,682,0,0,0,0,0,0,0,0,0,0,0,H
777,802,829,698,682,0,0,0,0,0,0,0,0,0,0,0,H
778,802,829,698,682,0,0,0,0,0,0,0,0,0,0,0,H
778,802,829,699,682,0,0,0,0,0,0,0,0,0,0,0,H
741,824,840,836,836,0,0,0,0,0,0,0,0,0,0,0,B
745,820,836,836,836,0,0,0,0,0,0,0,0,0,0,0,B
753,820,832,836,836,0,0,0,0,0,0,0,0,0,0,0,B
757,820,832,836,836,0,0,0,0,0,0,0,0,0,0,0,B
761,820,832,836,836,0,0,0,0,0,0,0,0,0,0,0,B
765,820,832,836,836,0,0,0,0,0,0,0,0,0,0,0,B
765,820,832,836,836,0,0,0,0,0,0,0,0,0,0,0,B
765,820,832,836,836,0,0,0,0,0,0,0,0,0,0,0,B
765,820,832,836,836,0,0,0,0,0,0,0,0,0,0,0,B
765,820,828,836,836,0,0,0,0,0,0,0,0,0,0,0,B
773,687,722,714,691,0,0,0,0,0,0,0,0,0,0,0,S
769,683,718,710,687,0,0,0,0,0,0,0,0,0,0,0,S
765,679,714,706,683,0,0,0,0,0,0,0,0,0,0,0,S
761,675,710,702,679,0,0,0,0,0,0,0,0,0,0,0,S
757,672,706,698,675,0,0,0,0,0,0,0,0,0,0,0,S
753,668,702,695,672,0,0,0,0,0,0,0,0,0,0,0,S
753,664,698,691,668,0,0,0,0,0,0,0,0,0,0,0,S
753,660,694,688,664,0,0,0,0,0,0,0,0,0,0,0,S
753,656,694,688,660,0,0,0,0,0,0,0,0,0,0,0,S
753,653,694,688,656,0,0,0,0,0,0,0,0,0,0,0,S
777,698,753,745,745,0,0,0,0,0,0,0,0,0,0,0,O
773,695,749,743,741,0,0,0,0,0,0,0,0,0,0,0,O
769,691,745,743,737,0,0,0,0,0,0,0,0,0,0,0,O
765,687,741,743,735,0,0,0,0,0,0,0,0,0,0,0,O
761,683,740,743,735,0,0,0,0,0,0,0,0,0,0,0,O
757,683,740,743,735,0,0,0,0,0,0,0,0,0,0,0,O
753,683,740,743,735,0,0,0,0,0,0,0,0,0,0,0,O
753,683,740,743,735,0,0,0,0,0,0,0,0,0,0,0,O
753,683,740,743,735,0,0,0,0,0,0,0,0,0,0,0,O
753,683,740,743,735,0,0,0,0,0,0,0,0,0,0,0,O
